plot_code,year,month,day,ingrowth_core_num,is_stock,ingrowth_core_litterfall_g,soil_humidity_pcnt,soil_temperature_c,ol_layer_depth_cm,ml_layer_depth_cm,time_step,time_step_minutes,ol_under_2mm_g,ol_above_2mm_g,ml_under_2mm_g,ml_above_2mm_g,ol_2to3_mm_g,ml_2to3_mm_g,ol_3to4_mm_g,ml_3to4_mm_g,ol_4to5_mm_g,ml_4to5_mm_g,ol_above_5mm_g,ml_above_5mm_g,total_g,quality_code,comments,id
ABC-01,2014,3,15,1,N,NA,NA,NA,30,NA,4,10,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,ABC-01_2014_3_15_1_N
ABC-01,2014,3,15,10,N,5.38,39.3,9.1,25,5,1,10,0.014,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,ABC-01_2014_3_15_10_N
ABC-01,2014,3,15,10,N,NA,NA,NA,25,5,2,10,0.004,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,ABC-01_2014_3_15_10_N
ABC-01,2014,3,15,10,N,NA,NA,NA,25,5,3,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_10_N
ABC-01,2014,3,15,10,N,NA,NA,NA,25,5,4,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_10_N
ABC-01,2014,3,15,11,N,NA,NA,NA,20,10,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,ABC-01_2014_3_15_11_N
ABC-01,2014,3,15,11,N,NA,NA,NA,20,10,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,ABC-01_2014_3_15_11_N
ABC-01,2014,3,15,11,N,NA,NA,NA,20,10,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,ABC-01_2014_3_15_11_N
ABC-01,2014,3,15,11,N,NA,NA,NA,20,10,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,ABC-01_2014_3_15_11_N
ABC-01,2014,3,15,12,N,4.66,34.5,9.1,10,20,1,10,0.23,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242,NA,NA,ABC-01_2014_3_15_12_N
ABC-01,2014,3,15,12,N,NA,NA,NA,10,20,2,10,0.076,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,NA,NA,ABC-01_2014_3_15_12_N
ABC-01,2014,3,15,12,N,NA,NA,NA,10,20,3,10,0.048,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,ABC-01_2014_3_15_12_N
ABC-01,2014,3,15,12,N,NA,NA,NA,10,20,4,10,0.022,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,ABC-01_2014_3_15_12_N
ABC-01,2014,3,15,13,N,6.91,34,9.2,20,10,1,10,0.014,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,ABC-01_2014_3_15_13_N
ABC-01,2014,3,15,13,N,NA,NA,NA,20,10,2,10,0.001,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,ABC-01_2014_3_15_13_N
ABC-01,2014,3,15,13,N,NA,NA,NA,20,10,3,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_13_N
ABC-01,2014,3,15,13,N,NA,NA,NA,20,10,4,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_13_N
ABC-01,2014,3,15,14,N,2.5,42.1,8.9,20,10,1,10,0.044,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,ABC-01_2014_3_15_14_N
ABC-01,2014,3,15,14,N,NA,NA,NA,20,10,2,10,0.01,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,ABC-01_2014_3_15_14_N
ABC-01,2014,3,15,14,N,NA,NA,NA,20,10,3,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_14_N
ABC-01,2014,3,15,14,N,NA,NA,NA,20,10,4,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_14_N
ABC-01,2014,3,15,15,N,3.26,43.2,8.9,20,10,1,10,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,ABC-01_2014_3_15_15_N
ABC-01,2014,3,15,15,N,NA,NA,NA,20,10,2,10,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,ABC-01_2014_3_15_15_N
ABC-01,2014,3,15,15,N,NA,NA,NA,20,10,3,10,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,ABC-01_2014_3_15_15_N
ABC-01,2014,3,15,15,N,NA,NA,NA,20,10,4,10,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,ABC-01_2014_3_15_15_N
ABC-01,2014,3,15,16,N,3,34.5,9,20,10,1,10,0.034,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,NA,ABC-01_2014_3_15_16_N
ABC-01,2014,3,15,16,N,NA,NA,NA,20,10,2,10,0.028,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,ABC-01_2014_3_15_16_N
ABC-01,2014,3,15,16,N,NA,NA,NA,20,10,3,10,0.001,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,ABC-01_2014_3_15_16_N
ABC-01,2014,3,15,16,N,NA,NA,NA,20,10,4,10,0.001,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,ABC-01_2014_3_15_16_N
ABC-01,2014,3,15,2,N,12.16,51,8.8,20,10,1,10,0.01,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,ABC-01_2014_3_15_2_N
ABC-01,2014,3,15,2,N,NA,NA,NA,20,10,2,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_2_N
ABC-01,2014,3,15,2,N,NA,NA,NA,20,10,3,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_2_N
ABC-01,2014,3,15,2,N,NA,NA,NA,20,10,4,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_2_N
ABC-01,2014,3,15,3,N,2.85,28,9.4,30,NA,1,10,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,NA,ABC-01_2014_3_15_3_N
ABC-01,2014,3,15,3,N,NA,NA,NA,30,NA,2,10,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,ABC-01_2014_3_15_3_N
ABC-01,2014,3,15,3,N,NA,NA,NA,30,NA,3,10,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,ABC-01_2014_3_15_3_N
ABC-01,2014,3,15,3,N,NA,NA,NA,30,NA,4,10,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,ABC-01_2014_3_15_3_N
ABC-01,2014,3,15,4,N,3.45,41.2,8.7,20,10,1,10,0.026,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,ABC-01_2014_3_15_4_N
ABC-01,2014,3,15,4,N,NA,NA,NA,20,10,2,10,0.02,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,ABC-01_2014_3_15_4_N
ABC-01,2014,3,15,4,N,NA,NA,NA,20,10,3,10,0.012,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,ABC-01_2014_3_15_4_N
ABC-01,2014,3,15,4,N,NA,NA,NA,20,10,4,10,0.006,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,ABC-01_2014_3_15_4_N
ABC-01,2014,3,15,5,N,2.67,40.3,8.9,30,NA,1,10,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,ABC-01_2014_3_15_5_N
ABC-01,2014,3,15,5,N,NA,NA,NA,30,NA,2,10,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,ABC-01_2014_3_15_5_N
ABC-01,2014,3,15,5,N,NA,NA,NA,30,NA,3,10,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,ABC-01_2014_3_15_5_N
ABC-01,2014,3,15,5,N,NA,NA,NA,30,NA,4,10,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA,ABC-01_2014_3_15_5_N
ABC-01,2014,3,15,6,N,6.55,91,9,20,10,1,10,0.022,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,ABC-01_2014_3_15_6_N
ABC-01,2014,3,15,6,N,NA,NA,NA,20,10,2,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_6_N
ABC-01,2014,3,15,6,N,NA,NA,NA,20,10,3,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_6_N
ABC-01,2014,3,15,6,N,NA,NA,NA,20,10,4,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_6_N
ABC-01,2014,3,15,7,N,1.4,40.6,8.9,20,10,1,10,0.001,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,ABC-01_2014_3_15_7_N
ABC-01,2014,3,15,7,N,NA,NA,NA,20,10,2,10,0.001,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,ABC-01_2014_3_15_7_N
ABC-01,2014,3,15,7,N,NA,NA,NA,20,10,3,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_7_N
ABC-01,2014,3,15,7,N,NA,NA,NA,20,10,4,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_7_N
ABC-01,2014,3,15,8,N,1.05,44.4,9.1,20,10,1,10,0.028,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,ABC-01_2014_3_15_8_N
ABC-01,2014,3,15,8,N,NA,NA,NA,20,10,2,10,0.008,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,ABC-01_2014_3_15_8_N
ABC-01,2014,3,15,8,N,NA,NA,NA,20,10,3,10,0.002,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,ABC-01_2014_3_15_8_N
ABC-01,2014,3,15,8,N,NA,NA,NA,20,10,4,10,0.001,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_8_N
ABC-01,2014,3,15,9,N,4.12,45.1,9.3,30,NA,1,10,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,NA,NA,ABC-01_2014_3_15_9_N
ABC-01,2014,3,15,9,N,NA,NA,NA,30,NA,2,10,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,ABC-01_2014_3_15_9_N
ABC-01,2014,3,15,9,N,NA,NA,NA,30,NA,3,10,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,ABC-01_2014_3_15_9_N
ABC-01,2014,3,15,9,N,NA,NA,NA,30,NA,4,10,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,ABC-01_2014_3_15_9_N
