"","flux_umolm2sec","Error","last_inputf","last_time","codew","plot_code","sub_plot","collar_number","replica","day","month","year","measurement_code","treatment_code_partitioning","flux_umolm2sec_modeled","Outlier_id","flux_umolm2sec_no_outlier","MgC_year_per_ha"
"544",1.84823,"NA",0.25,124,"XXX-01_14_9999_2_9_2_2014_TOTAL_NA","XXX-01","14",9999,"2",9,2,2014,"TOTAL",NA,1.84823,0,1.84823,6.43531838194264
"545",1.88604,"NA",0.26,124,"XXX-01_15_9999_2_9_2_2014_TOTAL_NA","XXX-01","15",9999,"2",9,2,2014,"TOTAL",NA,1.88604,0,1.88604,6.56696833244731
"546",1.73426,"NA",0.24,124,"XXX-01_5_9999_2_9_2_2014_TOTAL_NA","XXX-01","5",9999,"2",9,2,2014,"TOTAL",NA,1.73426,0,1.73426,6.03848831426166
"547",1.84354,"NA",0.26,124,"XXX-01_6_9999_2_9_2_2014_TOTAL_NA","XXX-01","6",9999,"2",9,2,2014,"TOTAL",NA,1.84354,0,1.84354,6.41898835634446
"548",1.87425,"NA",0.26,124,"XXX-01_7_9999_2_9_2_2014_TOTAL_NA","XXX-01","7",9999,"2",9,2,2014,"TOTAL",NA,1.87425,0,1.87425,6.52591694613548
"549",1.67774,"NA",0.23,124,"XXX-01_3_9999_2_9_2_2014_TOTAL_NA","XXX-01","3",9999,"2",9,2,2014,"TOTAL",NA,1.67774,0,1.67774,5.84169235545383
"550",2.89469,"NA",0.39,86,"XXX-01_4_9999_2_9_2_2014_TOTAL_NA","XXX-01","4",9999,"2",9,2,2014,"TOTAL",NA,2.89469,0.415040069502521,2.89469,10.0789684005917
"551",2.15307,"NA",0.3,105,"XXX-01_9_9999_2_13_3_2014_TOTAL_NA","XXX-01","9",9999,"2",13,3,2014,"TOTAL",NA,2.15307,0,2.15307,7.49673522700596
"552",3.64295,"NA",0.49,67,"XXX-01_10_9999_2_13_3_2014_TOTAL_NA","XXX-01","10",9999,"2",13,3,2014,"TOTAL",NA,3.64295,1.02258628949099,3.64295,12.6843212692673
"553",3.30206,"NA",0.44,72,"XXX-01_11_9999_2_13_3_2014_TOTAL_NA","XXX-01","11",9999,"2",13,3,2014,"TOTAL",NA,3.30206,0.745802242593029,3.30206,11.4973825856509
"554",3.36798,"NA",0.44,76,"XXX-01_12_9999_2_13_3_2014_TOTAL_NA","XXX-01","12",9999,"2",13,3,2014,"TOTAL",NA,3.36798,0.799325679395264,3.36798,11.7269082332909
"555",5.24304,"NA .Outlier detected, replaced with NA",0.74,48,"XXX-01_20_9999_2_13_3_2014_TOTAL_NA","XXX-01","20",9999,"2",13,3,2014,"TOTAL",NA,5.24304,2.32177190831513,NA,NA
"556",1.87756,"NA",0.26,124,"XXX-01_21_9999_2_13_3_2014_TOTAL_NA","XXX-01","21",9999,"2",13,3,2014,"TOTAL",NA,1.87756,0,1.87756,6.53744197486255
"557",1.05395,"NA",0.14,124,"XXX-01_25_9999_2_13_3_2014_TOTAL_NA","XXX-01","25",9999,"2",13,3,2014,"TOTAL",NA,1.05395,-0.0795401953540487,1.05395,3.66972931326103
"558",2.81157,"NA",0.4,81,"XXX-01_16_9999_2_13_3_2014_TOTAL_NA","XXX-01","16",9999,"2",13,3,2014,"TOTAL",NA,2.81157,0.347551172855044,2.81157,9.78955438615241
"559",1.4779,"NA",0.22,124,"XXX-01_14_9999_2_13_3_2014_TOTAL_NA","XXX-01","14",9999,"2",13,3,2014,"TOTAL",NA,1.4779,0,1.4779,5.1458730984093
"560",1.25679,"NA",0.17,124,"XXX-01_15_9999_2_13_3_2014_TOTAL_NA","XXX-01","15",9999,"2",13,3,2014,"TOTAL",NA,1.25679,0,1.25679,4.37599421567753
"561",0.74545,"NA",0.12,124,"XXX-01_5_9999_2_13_3_2014_TOTAL_NA","XXX-01","5",9999,"2",13,3,2014,"TOTAL",NA,0.74545,-0.330025332694603,0.74545,2.59556878084391
"562",1.80902,"NA",0.26,124,"XXX-01_4_9999_2_13_3_2014_TOTAL_NA","XXX-01","4",9999,"2",13,3,2014,"TOTAL",NA,1.80902,0,1.80902,6.29879379693105
"563",3.09583,"NA",0.42,76,"XXX-01_1_9999_2_15_3_2014_TOTAL_NA","XXX-01","1",9999,"2",15,3,2014,"TOTAL",NA,3.09583,0.578354755157883,3.09583,10.779314103964
"564",1.87657,"NA",0.26,124,"XXX-01_2_9999_2_15_3_2014_TOTAL_NA","XXX-01","2",9999,"2",15,3,2014,"TOTAL",NA,1.87657,0,1.87657,6.53399491188981
"565",0.69905,"NA",0.07,124,"XXX-01_3_9999_2_15_3_2014_TOTAL_NA","XXX-01","3",9999,"2",15,3,2014,"TOTAL",NA,0.69905,-0.367699596463166,0.69905,2.43400946575751
"566",1.75603,"NA",0.23,124,"XXX-01_8_9999_2_15_3_2014_TOTAL_NA","XXX-01","8",9999,"2",15,3,2014,"TOTAL",NA,1.75603,0,1.75603,6.11428888084423
"567",3.56701,"NA",0.45,72,"XXX-01_19_9999_2_15_3_2014_TOTAL_NA","XXX-01","19",9999,"2",15,3,2014,"TOTAL",NA,3.56701,0.960927160383563,3.56701,12.419907166085
"568",0.8566,"NA",0.11,124,"XXX-01_22_9999_2_15_3_2014_TOTAL_NA","XXX-01","22",9999,"2",15,3,2014,"TOTAL",NA,0.8566,-0.239777608171418,0.8566,2.98257994187523
"569",2.4042,"NA",0.31,105,"XXX-01_23_9999_2_15_3_2014_TOTAL_NA","XXX-01","23",9999,"2",15,3,2014,"TOTAL",NA,2.4042,0.016788999764536,2.4042,8.3711402010932
"570",1.38783,"NA",0.18,124,"XXX-01_24_9999_2_15_3_2014_TOTAL_NA","XXX-01","24",9999,"2",15,3,2014,"TOTAL",NA,1.38783,0,1.38783,4.83226000552499
"571",2.24014,"NA",0.3,110,"XXX-01_17_9999_2_15_3_2014_TOTAL_NA","XXX-01","17",9999,"2",15,3,2014,"TOTAL",NA,2.24014,0,2.24014,7.79990267451831
"572",1.59751,"NA",0.22,124,"XXX-01_18_9999_2_15_3_2014_TOTAL_NA","XXX-01","18",9999,"2",15,3,2014,"TOTAL",NA,1.59751,0,1.59751,5.56234097938957
"573",1.24369,"NA",0.16,124,"XXX-01_13_9999_2_15_3_2014_TOTAL_NA","XXX-01","13",9999,"2",15,3,2014,"TOTAL",NA,1.24369,0,1.24369,4.33038156421995
"574",0.37467,"NA",0.04,124,"XXX-01_7_9999_2_15_3_2014_TOTAL_NA","XXX-01","7",9999,"2",15,3,2014,"TOTAL",NA,0.37467,-0.631078425800375,0.37467,1.30455665050478
"575",0.76051,"NA",0.08,124,"XXX-01_6_9999_2_15_3_2014_TOTAL_NA","XXX-01","6",9999,"2",15,3,2014,"TOTAL",NA,0.76051,-0.317797435876617,0.76051,2.64800592061118
"576",2.17823,"NA",0.3,105,"XXX-01_1_9999_2_29_4_2014_TOTAL_NA","XXX-01","1",9999,"2",29,4,2014,"TOTAL",NA,2.17823,0,2.17823,7.58433937285885
"577",1.9308,"NA",0.27,120,"XXX-01_2_9999_2_29_4_2014_TOTAL_NA","XXX-01","2",9999,"2",29,4,2014,"TOTAL",NA,1.9308,0,1.9308,6.72281736139704
"578",2.02348,"NA",0.29,110,"XXX-01_8_9999_2_29_4_2014_TOTAL_NA","XXX-01","8",9999,"2",29,4,2014,"TOTAL",NA,2.02348,0,2.02348,7.04551816575496
"579",2.09084,"NA",0.3,105,"XXX-01_9_9999_2_29_4_2014_TOTAL_NA","XXX-01","9",9999,"2",29,4,2014,"TOTAL",NA,2.09084,0,2.09084,7.28005772317349
"580",0.5636,"NA",0.07,124,"XXX-01_10_9999_2_29_4_2014_TOTAL_NA","XXX-01","10",9999,"2",29,4,2014,"TOTAL",NA,0.5636,-0.477677592744456,0.5636,1.96238857721326
"581",3.36979,"NA",0.47,72,"XXX-01_11_9999_2_29_4_2014_TOTAL_NA","XXX-01","11",9999,"2",29,4,2014,"TOTAL",NA,3.36979,0.800795300460373,3.36979,11.7332104393319
"582",4.2393,"NA",0.56,57,"XXX-01_12_9999_2_29_4_2014_TOTAL_NA","XXX-01","12",9999,"2",29,4,2014,"TOTAL",NA,4.2393,1.50678989290441,4.2393,14.7607414751245
"583",3.92247,"NA",0.52,62,"XXX-01_19_9999_2_29_4_2014_TOTAL_NA","XXX-01","19",9999,"2",29,4,2014,"TOTAL",NA,3.92247,1.24954125088299,3.92247,13.6575768673913
"584",4.15405,"NA",0.54,62,"XXX-01_20_9999_2_29_4_2014_TOTAL_NA","XXX-01","20",9999,"2",29,4,2014,"TOTAL",NA,4.15405,1.43757155268307,4.15405,14.4639110524712
"585",2.25746,"NA",0.35,91,"XXX-01_21_9999_2_29_4_2014_TOTAL_NA","XXX-01","21",9999,"2",29,4,2014,"TOTAL",NA,2.25746,0,2.25746,7.86020886713246
"586",1.93034,"NA",0.26,124,"XXX-01_22_9999_2_29_4_2014_TOTAL_NA","XXX-01","22",9999,"2",29,4,2014,"TOTAL",NA,1.93034,0,1.93034,6.72121569577333
"587",1.59584,"NA",0.23,124,"XXX-01_23_9999_2_30_4_2014_TOTAL_NA","XXX-01","23",9999,"2",30,4,2014,"TOTAL",NA,1.59584,0,1.59584,5.55652623679917
"588",1.52485,"NA",0.21,124,"XXX-01_24_9999_2_30_4_2014_TOTAL_NA","XXX-01","24",9999,"2",30,4,2014,"TOTAL",NA,1.52485,0,1.52485,5.30934744848056
"589",1.62071,"NA",0.22,124,"XXX-01_25_9999_2_30_4_2014_TOTAL_NA","XXX-01","25",9999,"2",30,4,2014,"TOTAL",NA,1.62071,0,1.62071,5.64312063693277
"590",3.30312,"NA",0.45,72,"XXX-01_16_9999_2_30_4_2014_TOTAL_NA","XXX-01","16",9999,"2",30,4,2014,"TOTAL",NA,3.30312,0.746662904653259,3.30312,11.501073380349
"591",2.61888,"NA",0.36,91,"XXX-01_17_9999_2_30_4_2014_TOTAL_NA","XXX-01","17",9999,"2",30,4,2014,"TOTAL",NA,2.61888,0.191097425321327,2.61888,9.11863058391106
"592",2.54276,"NA",0.35,91,"XXX-01_18_9999_2_30_4_2014_TOTAL_NA","XXX-01","18",9999,"2",30,4,2014,"TOTAL",NA,2.54276,0.129292146052728,2.54276,8.85358974200638
"593",2.90118,"NA",0.37,86,"XXX-01_13_9999_2_30_4_2014_TOTAL_NA","XXX-01","13",9999,"2",30,4,2014,"TOTAL",NA,2.90118,0.420309594758081,2.90118,10.101565813413
"594",3.07482,"NA",0.41,81,"XXX-01_14_9999_2_30_4_2014_TOTAL_NA","XXX-01","14",9999,"2",30,4,2014,"TOTAL",NA,3.07482,0.56129578356785,3.07482,10.7061597675424
"595",2.62229,"NA",0.37,86,"XXX-01_15_9999_2_30_4_2014_TOTAL_NA","XXX-01","15",9999,"2",30,4,2014,"TOTAL",NA,2.62229,0.193866158930181,2.62229,9.13050380081719
"596",2.66074,"NA",0.36,91,"XXX-01_5_9999_2_30_4_2014_TOTAL_NA","XXX-01","5",9999,"2",30,4,2014,"TOTAL",NA,2.66074,0.225085457247018,2.66074,9.26438215566788
"597",2.95979,"NA",0.41,81,"XXX-01_6_9999_2_30_4_2014_TOTAL_NA","XXX-01","6",9999,"2",30,4,2014,"TOTAL",NA,2.95979,0.467897711126087,2.95979,10.3056389051633
"598",2.97987,"NA",0.39,86,"XXX-01_7_9999_2_30_4_2014_TOTAL_NA","XXX-01","7",9999,"2",30,4,2014,"TOTAL",NA,2.97987,0.484201573550069,2.97987,10.3755550915197
"599",2.27518,"NA",0.3,110,"XXX-01_3_9999_2_1_5_2014_TOTAL_NA","XXX-01","3",9999,"2",1,5,2014,"TOTAL",NA,2.27518,0,2.27518,7.92190781246287
"600",2.30707,"NA",0.3,110,"XXX-01_4_9999_2_1_5_2014_TOTAL_NA","XXX-01","4",9999,"2",1,5,2014,"TOTAL",NA,2.30707,0,2.30707,8.03294502276686
