plot_code,sub_plot,tree_tag,year,month,day,wood_density_g_m2,tree_height_year,tree_height_m,pom_height_m,baseline_dbh_year,baseline_dbh_mm,dbh_nodirection_mm,dbh_northsouth_mm,dbh_westeast_mm,dendrometer_reading_replaced_mm,status_code_intact_moved_broken,mortality_code_alive_dead,quality_code,comments,date,dendrometer_reading_mm,family,genus,species
ABC-01,23,794,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,23,794,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,23,796,2013,9,24,NA,NA,NA,1.5,NA,NA,-0.04,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-0.04,NA,NA,NA
ABC-01,23,796,2013,12,10,NA,NA,NA,1.5,NA,NA,-0.04,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-0.04,NA,NA,NA
ABC-01,23,796,2014,3,6,NA,NA,NA,1.5,NA,NA,2.78,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.78,NA,NA,NA
ABC-01,24,799,2013,9,24,NA,NA,NA,1.4,NA,NA,-1.42,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.42,NA,NA,NA
ABC-01,24,799,2013,12,10,NA,NA,NA,1.4,NA,NA,-1.3,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-1.3,NA,NA,NA
ABC-01,24,799,2014,3,6,NA,NA,NA,1.4,NA,NA,-1.5,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.5,NA,NA,NA
ABC-01,24,803,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,24,803,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,24,803,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,24,808,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,24,808,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,24,808,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,24,824,2013,9,24,NA,NA,NA,1.4,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.2,NA,NA,NA
ABC-01,24,824,2013,12,10,NA,NA,NA,1.4,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.39,NA,NA,NA
ABC-01,24,824,2014,3,6,NA,NA,NA,1.4,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.75,NA,NA,NA
ABC-01,24,827,2013,9,24,NA,NA,NA,1.35,NA,NA,-1.22,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.22,NA,NA,NA
ABC-01,24,827,2014,3,6,NA,NA,NA,1.35,NA,NA,-1.5,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.5,NA,NA,NA
ABC-01,24,828,2013,9,24,NA,NA,NA,1.35,NA,NA,-0.08,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-0.08,NA,NA,NA
ABC-01,24,828,2013,12,10,NA,NA,NA,1.35,NA,NA,-1.3,NA,NA,NA,NA,NA,NA,corrected from -3.1,10/12/2013,-1.3,NA,NA,NA
ABC-01,24,828,2014,3,6,NA,NA,NA,1.35,NA,NA,-2.1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-2.1,NA,NA,NA
ABC-01,24,830,2013,9,24,NA,NA,NA,1.35,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.08,NA,NA,NA
ABC-01,24,830,2013,12,10,NA,NA,NA,1.35,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2,NA,NA,NA
ABC-01,24,830,2014,3,6,NA,NA,NA,1.35,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.25,NA,NA,NA
ABC-01,24,832,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,24,832,2013,12,10,NA,NA,NA,1.4,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.6,NA,NA,NA
ABC-01,24,832,2014,3,6,NA,NA,NA,1.4,NA,NA,3.65,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.65,NA,NA,NA
ABC-01,25,835,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,25,835,2013,12,10,NA,NA,NA,1.4,NA,NA,-0.9,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-0.9,NA,NA,NA
ABC-01,25,835,2014,3,6,NA,NA,NA,1.4,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-0.2,NA,NA,NA
ABC-01,25,836,2013,9,24,NA,NA,NA,1.4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1,NA,NA,NA
ABC-01,25,836,2013,12,10,NA,NA,NA,1.4,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.8,NA,NA,NA
ABC-01,25,836,2014,3,6,NA,NA,NA,1.4,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.95,NA,NA,NA
ABC-01,25,839,2013,9,24,NA,NA,NA,1.4,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.1,NA,NA,NA
ABC-01,25,839,2013,12,10,NA,NA,NA,1.4,NA,NA,1.91,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.91,NA,NA,NA
ABC-01,25,839,2014,3,6,NA,NA,NA,1.4,NA,NA,3.22,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.22,NA,NA,NA
ABC-01,25,840,2013,9,24,NA,NA,NA,1.4,NA,NA,2.74,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.74,NA,NA,NA
ABC-01,25,840,2013,12,10,NA,NA,NA,1.4,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5.2,NA,NA,NA
ABC-01,25,840,2014,3,6,NA,NA,NA,1.4,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,8.1,NA,NA,NA
ABC-01,25,843,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,25,843,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,25,843,2014,3,6,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,25,844,2013,9,24,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,25,844,2013,12,10,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,25,844,2014,3,6,NA,NA,NA,1.5,NA,NA,-0.8,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-0.8,NA,NA,NA
ABC-01,3,85,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,3,85,2013,12,10,NA,NA,NA,1.4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3,NA,NA,NA
ABC-01,3,85,2014,3,6,NA,NA,NA,1.4,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,4.1,NA,NA,NA
ABC-01,25,851,2013,9,24,NA,NA,NA,1.4,NA,NA,-2.3,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-2.3,NA,NA,NA
ABC-01,25,851,2013,12,10,NA,NA,NA,1.4,NA,NA,-1.47,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-1.47,NA,NA,NA
ABC-01,25,851,2014,3,6,NA,NA,NA,1.4,NA,NA,-2.5,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-2.5,NA,NA,NA
ABC-01,25,852,2013,9,24,NA,NA,NA,1.4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2,NA,NA,NA
ABC-01,25,852,2013,12,10,NA,NA,NA,1.4,NA,NA,4.33,NA,NA,NA,NA,NA,NA,NA,10/12/2013,4.33,NA,NA,NA
ABC-01,25,852,2014,3,6,NA,NA,NA,1.4,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,06/03/2014,7.75,NA,NA,NA
ABC-01,3,86,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,3,86,2013,12,10,NA,NA,NA,1.35,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.5,NA,NA,NA
ABC-01,3,86,2014,3,6,NA,NA,NA,1.35,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.3,NA,NA,NA
ABC-01,3,95,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,3,95,2013,12,10,NA,NA,NA,1.4,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.78,NA,NA,NA
ABC-01,3,95,2014,3,6,NA,NA,NA,1.4,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.4,NA,NA,NA
ABC-01,3,97,2013,9,24,NA,NA,NA,1.4,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.3,NA,NA,NA
ABC-01,3,97,2013,12,10,NA,NA,NA,1.4,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5.6,NA,NA,NA
ABC-01,3,97,2014,3,6,NA,NA,NA,1.4,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,06/03/2014,11.8,NA,NA,NA
ABC-01,3,98,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,3,98,2013,12,10,NA,NA,NA,1.35,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.5,NA,NA,NA
ABC-01,3,98,2014,3,6,NA,NA,NA,1.35,NA,NA,7.45,NA,NA,NA,NA,NA,NA,NA,06/03/2014,7.45,NA,NA,NA
