"","plot_code","tree_tag","dbh_year1","year1","month","day","agC_year1","year2","agC_year2","dbh_year2","npp_per_tree_MgC_year"
"98","KOG_04","361",111,"2012","12","3",0.0194336422599394,"2013",0.02312281207404,119,0.00432973306156507
"99","KOG_04","362",120,"2012","12","3",0.0150555565039675,"2013",0.016517442557088,124,0.00171571835816395
"100","KOG_04","363",241,"2012","12","3",0.139056624286608,"2013",0.14198907423456,243,0.00344162132155164
"101","KOG_04","364",136,"2012","12","3",0.02541453385728,"2013",0.02541453385728,136,0
"102","KOG_04","365",183,"2012","12","3",0.0575196883344,"2013",0.0575196883344,183,0
"103","KOG_04","366",509,"2012","12","3",1.14691025916528,"2013",1.20020444310128,519,0.0625478364522108
"104","KOG_04","367",188,"2012","12","3",0.0556620155911542,"2013",0.061901737116912,196,0.00732314584212728
"105","KOG_04","214",175,"2012","12","3",0.0471710932529494,"2013",0.0537871269373488,183,0.00776479837558134
"106","KOG_04","215",268,"2012","12","3",0.17829074497448,"2013",0.187034398585808,273,0.0102618442705291
"107","KOG_04","216",115,"2012","12","3",0.0233943657931574,"2013",0.0251589611487384,118,0.00207098811828643
"108","KOG_04","217",319,"2012","12","3",0.308445753996634,"2013",0.308445753996634,319,0
"109","KOG_04","218",408,"2012","12","3",0.497752709999966,"2013",0.497752709999966,408,0
"110","KOG_04","220",358,"2012","12","3",0.352086886911344,"2013",0.352086886911344,358,0
"111","KOG_04","368",532,"2012","12","3",0.765659550745993,"2013",0.823595991622656,548,0.0679961444372409
"112","KOG_04","369",157,"2012","12","3",0.03386909845632,"2013",0.03386909845632,157,0
"113","KOG_04","370",101,"2012","12","3",0.0088033270074223,"2013",0.009060367180032,102,0.000301670942130354
"114","KOG_04","371",143,"2012","12","3",0.0170602604748985,"2013",0.0199362562220639,150,0.00337536478365066
"115","KOG_04","372",100,"2012","12","3",0.010496064339567,"2013",0.012001459554,105,0.00176678216484898
"116","KOG_04","373",141,"2012","12","3",0.0227691906261981,"2013",0.02649899859882,149,0.00437742736336658
"117","KOG_04","374",101,"2012","12","3",0.00767596046392129,"2013",0.00767596046392129,101,0
"118","KOG_04","375",103,"2012","12","3",0.00860519107643927,"2013",0.010729794696768,111,0.00249350585665591
"119","KOG_04","376",369,"2012","12","3",0.194809977658863,"2013",0.215025067052354,384,0.0237251049151903
"120","KOG_04","377",288,"2012","12","3",0.371314066552917,"2013",0.421140995103744,304,0.0584785495853758
"121","KOG_04","379",161,"2012","12","3",0.0312515868646945,"2013",0.0362196348129,170,0.00583066720609329
"122","KOG_04","380",255,"2012","12","3",0.258591598234115,"2013",0.290935969070592,268,0.0379604352260899
"123","KOG_04","381",340,"2012","12","3",0.317869233626492,"2013",0.335449498086144,348,0.0206327862629355
"124","KOG_04","382",173,"2012","12","3",0.0192035553381682,"2013",0.01978918704,175,0.000687316949095253
"125","KOG_04","383",143,"2012","12","3",0.0275750304361019,"2013",0.029661249035187,147,0.00244845591210957
"126","KOG_04","384",303,"2012","12","3",0.340442410976293,"2013",0.36240179500781,311,0.0257722674324882
"127","KOG_04","385",226,"2012","12","3",0.0784686497035838,"2013",0.0820835157714,230,0.0042425277001701
"128","KOG_04","293",417,"2012","12","3",0.750466748765456,"2013",0.750466748765456,417,0
"129","KOG_04","386",270,"2012","12","3",0.129580888092977,"2013",0.13441548705948,274,0.00567404701856411
"130","KOG_04","387",164,"2012","12","3",0.0362111053601849,"2013",0.039203800902123,169,0.00351232756529717
"131","KOG_04","388",119,"2012","12","3",0.012789692433335,"2013",0.012789692433335,119,0
"132","KOG_04","389",579,"2012","12","3",1.74145931616682,"2013",1.8108818584835,589,0.0814766171883908
"133","KOG_04","390",200,"2012","12","3",0.0332459724504671,"2013",0.033755697025974,201,0.000598229807266951
"134","KOG_04","391",103,"2012","12","3",0.0127700467455725,"2013",0.014890155059241,109,0.00248823001443414
"135","KOG_04","392",691,"2012","12","3",1.68877099169598,"2013",1.68877099169598,691,0
"136","KOG_04","394",137,"2012","12","3",0.0284772471339184,"2013",0.030704614338096,141,0.00261411263512806
"137","KOG_04","395",104,"2012","12","3",0.0130287907586304,"2013",0.0130287907586304,104,0
"138","KOG_04","396",250,"2012","12","3",0.114331619770803,"2013",0.121246316691456,256,0.00811531953710054
"139","KOG_04","397",260,"2012","12","3",0.0695174017410456,"2013",0.0711624799929357,262,0.00193071884868139
"140","KOG_04","398",105,"2012","12","3",0.01184344460145,"2013",0.01184344460145,105,0
"141","KOG_04","399",205,"2012","12","3",0.0648518152368059,"2013",0.066487647774834,207,0.00191986776971148
"142","KOG_04","400",196,"2012","12","3",0.0631801414510255,"2013",0.068184820249392,202,0.00587365839679674
"143","KOG_04","501",101,"2012","12","3",0.0115773253104413,"2013",0.01392208998048,108,0.00275189422689431
"144","KOG_04","502",101,"2012","12","3",0.00922524154469233,"2013",0.010932373675344,107,0.00200354735590951
"145","KOG_04","503",190,"2012","12","3",0.0530616886632033,"2013",0.0629591666398464,203,0.0116160111301439
"146","KOG_04","504",325,"2012","12","3",0.163611357486617,"2013",0.164905628017416,326,0.00151899917601783
"147","KOG_04","505",172,"2012","12","3",0.0843833278757236,"2013",0.0932739233251743,179,0.0104343001255611
"148","KOG_04","506",129,"2012","12","3",0.0284201662859896,"2013",0.02902692624,130,0.000712113772391656
"149","KOG_04","507",158,"2012","12","3",0.0505181008282462,"2013",0.0555118953029885,164,0.00586088419061389
"150","KOG_04","508",305,"2012","12","3",0.110214850971769,"2013",0.110214850971769,305,0
"151","KOG_04","509",170,"2012","12","3",0.0376484148518299,"2013",0.038842440070368,172,0.00140134792529385
"152","KOG_04","510",650,"2012","12","3",0.654384393361349,"2013",0.701774308652601,670,0.0556183893289611
"153","KOG_04","511",204,"2012","12","3",0.0688341284358433,"2013",0.072295560809472,208,0.00406245278577002
"154","KOG_04","513",471,"2012","12","3",0.373734343987872,"2013",0.385304612535874,477,0.0135792540836671
"155","KOG_04","514",115,"2012","12","3",0.0125449713194021,"2013",0.015599806859472,124,0.00358525714509815
"156","KOG_04","515",260,"2012","12","3",0.112508247007109,"2013",0.114706371953712,262,0.00257979294376253
"157","KOG_04","516",108,"2012","12","3",0.0108578481379726,"2013",0.011765025421776,111,0.00106469359674678
"158","KOG_04","517",160,"2012","12","3",0.03949961030562,"2013",0.048226184146503,173,0.010241798880779
"159","KOG_04","518",120,"2012","12","3",0.0154689888672,"2013",0.0154689888672,120,0
"160","KOG_04","521",114,"2012","12","3",0.0163850423424477,"2013",0.019222963935582,121,0.00333067968326056
"161","KOG_04","522",112,"2012","12","3",0.0173937642637595,"2013",0.019943537128416,118,0.00299249869967729
"162","KOG_04","523",136,"2012","12","3",0.0260226228354166,"2013",0.0280733501664,140,0.00240680217301916
"163","KOG_04","524",114,"2012","12","3",0.0169637716163417,"2013",0.01736382064395,115,0.000469510916646373
"164","KOG_04","525",270,"2012","12","3",0.144006629183761,"2013",0.17214375667392,289,0.0330226737424691
"165","KOG_04","526",172,"2012","12","3",0.0263616775088529,"2013",0.0326806261716,185,0.00741612945949417
"166","KOG_04","527",213,"2012","12","3",0.0537862745680747,"2013",0.0537862745680747,213,0
"167","KOG_04","528",143,"2012","12","3",0.0291679421324864,"2013",0.04224430466685,165,0.0153468563506197
"168","KOG_04","529",104,"2012","12","3",0.00969745806612439,"2013",0.014367121809117,119,0.00548047352473409
"169","KOG_04","530",119,"2012","12","3",0.0113511986461623,"2013",0.0113511986461623,119,0
"170","KOG_04","531",128,"2012","12","3",0.0190555171911623,"2013",0.0200354435892451,130,0.00115007439003285
"171","KOG_04","532",175,"2012","12","3",0.0507407122879529,"2013",0.0531084642157133,178,0.00277887284126231
"172","KOG_04","533",113,"2012","12","3",0.02018674666653,"2013",0.02018674666653,113,0
"173","KOG_04","534",158,"2012","12","3",0.0320618470360202,"2013",0.0320618470360202,158,0
"174","KOG_04","535",249,"2012","12","3",0.215938455630265,"2013",0.244138400545587,262,0.0330963983732885
"175","KOG_04","536",251,"2012","12","3",0.137899228554263,"2013",0.137899228554263,251,0
"176","KOG_04","221",142,"2012","12","3",0.0583546547127702,"2013",0.0614835205292446,145,0.00367214155309694
"177","KOG_04","222",130,"2012","12","3",0.0255202261380431,"2013",0.026643058472448,132,0.00131779357574846
"178","KOG_04","223",111,"2012","12","3",0.0166089905285127,"2013",0.017049817645056,112,0.000517369445460836
"179","KOG_04","224",128,"2012","12","3",0.0334594463323024,"2013",0.0385277089032,135,0.00594828243851321
"180","KOG_04","225",168,"2012","12","3",0.0565114783347753,"2013",0.061019291170944,173,0.00529051988810792
"181","KOG_04","226",211,"2012","12","3",0.0812749466733246,"2013",0.08340018489792,213,0.00249425064944481
"182","KOG_04","227",185,"2012","12","3",0.0400350047512557,"2013",0.0413126485232209,187,0.00149948545584334
"183","KOG_04","228",151,"2012","12","3",0.0369166370366626,"2013",0.04403981217888,161,0.00835999654954775
"184","KOG_04","229",109,"2012","12","3",0.0139948512875448,"2013",0.0143905408416,110,0.000464394492701443
"185","KOG_04","230",120,"2012","12","3",0.0131171746015123,"2013",0.0212938452706468,140,0.0095964141293701
"186","KOG_04","231",186,"2012","12","3",0.0473140080844789,"2013",0.0488849016521495,188,0.00184365322250731
"187","KOG_04","232",197,"2012","12","3",0.0730068700804944,"2013",0.0821926528826112,206,0.010780741873867
"188","KOG_04","233",211,"2012","12","3",0.0891640381577954,"2013",0.10066538020032,221,0.0134983596319018
"189","KOG_04","236",182,"2012","12","3",0.0382256892728125,"2013",0.0410145684268357,186,0.00327312183671543
"190","KOG_04","237",244,"2012","12","3",0.0812907410169852,"2013",0.084382609916704,247,0.00362872073439671
"191","KOG_04","238",108,"2012","12","3",0.0138649251155563,NA,NA,NA,NA
"192","KOG_04","239",390,"2012","12","3",0.2130397069009,"2013",0.221297534671132,396,0.00969166281715336
"193","KOG_04","241",121,"2012","12","3",0.0161033862419791,"2013",0.0200991851424,130,0.00468960321110493
"194","KOG_04","242",292,"2012","12","3",0.0918157817158938,"2013",0.0939330356157786,294,0.00248487997896443
"195","KOG_04","244",483,"2012","12","3",0.343270155960292,"2013",0.361815320112222,493,0.0217652248085345
"196","KOG_04","246",248,"2012","12","3",0.071842858652504,"2013",0.0746895255364516,251,0.00334094344900605
"197","KOG_04","248",132,"2012","12","3",0.035290020402229,"2013",0.0441666071366291,144,0.0104178590291191
"198","KOG_04","251",530,"2012","12","3",0.626798619085888,"2013",0.629612605734824,531,0.00330258883235274
"199","KOG_04","252",160,"2012","12","3",0.0560105006417091,"2013",0.0606184424322329,165,0.00540803457730276
"200","KOG_04","253",168,"2012","12","3",0.0360923299831316,"2013",0.036751854275136,169,0.000774039763927979
"201","KOG_04","254",361,"2012","12","3",0.264259519169949,"2013",0.279851417334698,369,0.0182991730872457
"202","KOG_04","255",427,"2012","12","3",0.499452017581012,"2013",0.508125790464,430,0.0101798299109017
"203","KOG_04","256",536,"2012","12","3",1.08071034589269,"2013",1.09479062075111,539,0.0165250814254726
"204","KOG_04","257",134,"2012","12","3",0.0186633501039019,"2013",0.022314346608876,142,0.00428493158943911
"205","KOG_04","258",447,"2012","12","3",0.51309482068792,"2013",0.521711766,450,0.0101131351733408
"206","KOG_04","260",272,"2012","12","3",0.181587887174709,"2013",0.184953619141056,274,0.00395013558751289
"207","KOG_04","261",129,"2012","12","3",0.0235282285533812,"2013",0.0240457684077,130,0.000607402079827564
"208","KOG_04","262",150,"2012","12","3",0.035570663325,"2013",0.035570663325,150,0
"209","KOG_04","263",100,"2012","12","3",0.00846714732810263,"2013",0.00925735137403409,103,0.000927409893135001
"210","KOG_04","264",141,"2012","12","3",0.0114975064381063,"2013",0.0123741883964585,144,0.00102890326301788
"211","KOG_04","266",157,"2012","12","3",0.049291291348826,"2013",0.053506307510784,162,0.00494688391998287
"212","KOG_04","267",469,"2012","12","3",0.220254789659457,"2013",0.221627901379631,470,0.00161152983235828
"213","KOG_04","268",180,"2012","12","3",0.0376348875311974,"2013",0.0397021875952799,183,0.00242625248678488
"214","KOG_04","269",480,"2012","12","3",1.17082505896269,"2013",1.2103651202523,487,0.0464055381694722
"215","KOG_04","270",325,"2012","12","3",0.353934430698492,"2013",0.390334618739285,339,0.0427204779256891
"216","KOG_04","271",344,"2012","12","3",0.514712984130355,"2013",0.565116871408243,358,0.0591556876412515
"217","KOG_04","272",507,"2012","12","3",0.811075352107711,"2013",0.84602944112256,516,0.0410232877505457
"218","KOG_04","201",267,"2012","12","3",0.135996842074229,"2014",0.149430935546847,277,0.00676337119655929
"219","KOG_04","202",353,"2012","12","3",0.220058398584746,"2014",0.228289304824795,358,0.0041438355553349
"220","KOG_04","203",118,"2012","12","3",0.0091697395288431,"2014",0.0091697395288431,118,0
"221","KOG_04","204",341,"2012","12","3",0.200061618810786,"2014",0.213555620159887,350,0.00679353171368537
"222","KOG_04","205",153,"2012","12","3",0.0375339844423227,"2014",0.040896926092453,158,0.00169306717558284
"223","KOG_04","206",470,"2012","12","3",0.509846296930886,"2014",0.526568085881109,476,0.00841855581631884
"224","KOG_04","207",218,"2012","12","3",0.0742929429424521,"2014",0.0733401340713003,217,-0.000479689983407424
"225","KOG_04","208",159,"2012","12","3",0.0367088875685591,"2014",0.0408022582641681,165,0.00206080041916868
"226","KOG_04","209",117,"2012","12","3",0.006858140869476,"2014",0.00712104881990489,118,0.000132360554353857
"227","KOG_04","210",466,"2012","12","3",0.401511242836279,"2014",0.44090198099719,484,0.0198311992120449
"228","KOG_04","211",452,"2012","12","3",0.343698940233952,"2014",0.334603125561531,447,-0.00457927221439145
"229","KOG_04","212",208,"2012","12","3",0.0553739867528734,"2014",0.0627803613207372,218,0.00372872650657968
"230","KOG_04","213",247,"2012","12","3",0.0755109310549747,"2014",0.0792163043944956,251,0.00186546381920706
"231","KOG_04","273",329,"2012","12","3",0.235895455170631,"2014",0.2552621882052,340,0.00975014835533476
"232","KOG_04","274",231,"2012","12","3",0.114889617813458,"2014",0.146999821334358,256,0.0161658266001774
"233","KOG_04","275",322,"2012","12","3",0.179795351614917,"2014",0.185195579033066,326,0.00271873518293046
"234","KOG_04","277",670,"2012","12","3",2.27194255240467,"2014",2.33462840288813,678,0.0315590833468495
"235","KOG_04","278",513,"2012","12","3",0.718035340447169,"2014",0.742086482168431,520,0.0121085058320839
"236","KOG_04","279",107,"2012","12","3",0.0136309273045837,"2014",0.01402361227008,108,0.000197696568836073
"237","KOG_04","280",408,"2012","12","3",0.263102244342891,"2014",0.263102244342891,408,0
"238","KOG_04","281",248,"2012","12","3",0.158144256666204,"2014",0.161337774259076,250,0.00160777092606668
"239","KOG_04","282",364,"2012","12","3",0.404294713964,"2014",0.415073803487521,368,0.00542671403597986
"240","KOG_04","283",685,"2012","12","3",0.757342847307692,"2014",0.846356643638863,719,0.0448138422908653
"241","KOG_04","284",153,"2012","12","3",0.0461071327835686,"2014",0.0530005160219425,161,0.00347046190621582
"242","KOG_04","285",644,"2012","12","3",1.9907980449357,"2014",2.0700888454307,655,0.039918816800931
"243","KOG_04","302",110,"2012","12","3",0.0128871728546172,"2014",0.0164338886939167,120,0.001785587974268
"244","KOG_04","286",745,"2012","12","3",2.2822855176985,"2014",2.54666758400126,782,0.133102695448976
"245","KOG_04","287",148,"2012","12","3",0.03009731561472,"2014",0.0306937785528217,149,0.000300288237802918
"246","KOG_04","288",658,"2012","12","3",1.39211068779064,"2014",1.47350659611085,674,0.0409786297060368
"247","KOG_04","289",432,"2012","12","3",0.350258469317179,"2014",0.359929886637205,437,0.00486905837490954
"248","KOG_04","290",279,"2012","12","3",0.233269781162777,"2014",0.2373367730748,281,0.00204752006605317
"249","KOG_04","291",221,"2012","12","3",0.114218549008925,"2014",0.125998363307409,230,0.00593052719854673
"250","KOG_04","292",470,"2012","12","3",0.692570590742676,"2014",0.703214336140272,473,0.00535857526913462
"251","KOG_04","294",140,"2012","12","3",0.0198483229919609,"2014",0.0217347289170291,144,0.000949707810551547
"252","KOG_04","296",126,"2012","12","3",0.01908769447872,"2014",0.01908769447872,126,0
"253","KOG_04","298",141,"2012","12","3",0.0142030000297523,"2014",0.0157968173354692,146,0.000802404574602296
"254","KOG_04","299",524,"2012","12","3",1.06086978046981,"2014",1.08025039667215,528,0.00975713781220919
"255","KOG_04","300",678,"2012","12","3",2.29728937813392,"2014",2.38368950828742,689,0.0434979965600392
"256","KOG_04","301",100,"2012","12","3",0.0123311079070277,"2014",0.016158515336798,109,0.0019269016715395
"257","KOG_04","303",213,"2012","12","3",0.0745285670457501,"2014",0.0790341417679209,218,0.00226832382564459
"258","KOG_04","304",136,"2012","12","3",0.0176599528226,NA,NA,NA,NA
"259","KOG_04","305",212,"2012","12","3",0.05267073336796,"2014",0.0551134489968274,215,0.00122978097177463
"260","KOG_04","306",160,"2012","12","3",0.0301371916920922,"2014",0.0317100512640341,163,0.00079185343966728
"261","KOG_04","307",103,"2012","12","3",0.00800326869885838,"2014",0.0121615948852487,118,0.00209350214901031
"262","KOG_04","308",145,"2012","12","3",0.0201473774303532,"2014",0.0216398597819934,148,0.000751387666687777
"263","KOG_04","309",495,"2012","12","3",0.668406393211919,"2014",0.702112196256927,505,0.016969128429556
"264","KOG_04","310",110,"2012","12","3",0.0176326034560252,"2014",0.0185244739295977,112,0.000449010652212397
"265","KOG_04","311",128,"2012","12","3",0.0480091051138766,"2014",0.0528155506817161,133,0.00241979673415368
"266","KOG_04","113",367,"2012","12","3",0.631831615037487,"2014",0.647913912501751,371,0.00809660493028499
"267","KOG_04","312",306,"2012","12","3",0.07954384192704,"2014",0.07954384192704,306,0
"268","KOG_04","314",617,"2012","12","3",0.95595858273241,"2014",0.977796628016574,623,0.0109943262465102
