"Tree ID","stem tag grouping","Pv. Tag No","tree_tag","T1","T2","X","Y","Family","Species","Subspecies","Variety","Recommended Family","Recommended Species","Recommended Subspecies","Recommended Variety","Tree Notes","density","WD Type","database_id","DBH0","dbh","DPOMtMinus1","DBH2","DBH3","DBH4","POM0","POM","F1","F2","F3","F4","LI","CI","CF","height_m","F5","Height Broken At","Census Notes","census_database_id","census_date","plot_code","census_date2","year","month","day"
1162402,NA,"","467",25,NA,81,84,"Malvaceae","Nesogordonia papaverifera",NA,NA,"Malvaceae","Nesogordonia papaverifera",NA,NA,"",0.645,"WDSpecies",4340795,141,141,NA,141,141,141,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162403,NA,"","468",25,NA,82,85,"Malvaceae","Cola caricifolia",NA,NA,"Malvaceae","Cola caricifolia",NA,NA,"",0.601095238,"WDGenus",4340796,131,131,NA,131,131,131,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162404,NA,"","469",25,NA,88,83.5,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340797,135,135,NA,135,135,135,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1761340,NA,"","469.1",25,NA,81,91,"Fabaceae","Baphia nitida",NA,NA,"Fabaceae","Baphia nitida",NA,NA,"",0.559,"WDSpecies",5023525,NA,103,NA,103,103,103,NA,1300,"an","1",0,"4",NA,NA,NA,NA,NA,NA,"AB: only measured in 2017, extrapolated backwards by mean growth rates of size class","7446","2015.441","BOB_01","20150610","2015","06","10"
1162405,NA,"","470",25,NA,88,87,"Fabaceae","Baphia nitida",NA,NA,"Fabaceae","Baphia nitida",NA,NA,"",0.559,"WDSpecies",4340798,111,111,NA,111,111,111,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162406,NA,"","471",25,NA,80,94.5,"Fabaceae","Albizia zygia",NA,NA,"Fabaceae","Albizia zygia",NA,NA,"",0.493666667,"WDSpecies",4340799,128,128,NA,128,128,128,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162407,NA,"","472",25,NA,81.5,96,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340800,113,113,NA,113,113,113,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162408,NA,"","473",25,NA,86,99,"Simaroubaceae","Hannoa klaineana",NA,NA,"Simaroubaceae","Hannoa klaineana",NA,NA,"",0.310041667,"WDFamily",4340801,386,386,NA,386,386,386,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162409,NA,"","474",25,NA,91.5,95,"Fabaceae","Hymenostegia afzelii",NA,NA,"Fabaceae","Hymenostegia afzelii",NA,NA,"",0.824,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162410,NA,"","475",25,NA,91.5,94,"Pandaceae","Microdesmis puberula",NA,NA,"Pandaceae","Microdesmis puberula",NA,NA,"",0.565,"WDFamily",4340802,115,115,NA,115,115,115,NA,1300,"c","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162411,NA,"","476",25,NA,94.5,94.5,"Fabaceae","Distemonanthus benthamianus",NA,NA,"Fabaceae","Distemonanthus benthamianus",NA,NA,"",0.604571429,"WDSpecies",4340803,152,152,NA,152,152,152,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162412,NA,"","477",25,NA,95,94,"Fabaceae","Baphia pubescens",NA,NA,"Fabaceae","Baphia pubescens",NA,NA,"",0.772,"WDGenus",4340804,103,103,NA,103,103,103,NA,1300,"ms","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162413,NA,"","478",25,NA,93,90,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340805,144,144,NA,144,144,144,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162414,NA,"","479",25,NA,98,90,"Meliaceae","Trichilia monadelpha",NA,NA,"Meliaceae","Trichilia monadelpha",NA,NA,"",0.467,"WDSpecies",4340806,275,275,NA,275,275,275,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162415,NA,"","480",25,NA,99,90.5,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",4340807,212,212,NA,212,212,212,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162416,NA,"","481",25,NA,98,82,"Meliaceae","Trichilia prieuriana",NA,NA,"Meliaceae","Trichilia prieuriana",NA,NA,"",0.4825,"WDGenus",4340808,186,186,NA,186,186,186,NA,1300,"em","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720674,NA,"","1801",26,NA,NA,NA,"Sapindaceae","Blighia sapida",NA,NA,"Sapindaceae","Blighia sapida",NA,NA,"",0.762,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720675,NA,"","1802",26,NA,NA,NA,"Fabaceae","Bussea occidentalis",NA,NA,"Fabaceae","Bussea occidentalis",NA,NA,"",0.791666667,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720676,NA,"","1803",26,NA,NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720677,NA,"","1804",26,NA,NA,NA,"Malvaceae","Nesogordonia papaverifera",NA,NA,"Malvaceae","Nesogordonia papaverifera",NA,NA,"",0.645,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720678,NA,"","1805",26,NA,NA,NA,"Fabaceae","Albizia adianthifolia",NA,NA,"Fabaceae","Albizia adianthifolia",NA,NA,"",0.5075,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720679,NA,"","1806",26,NA,NA,NA,"Malvaceae","Cola caricifolia",NA,NA,"Malvaceae","Cola caricifolia",NA,NA,"",0.601095238,"WDGenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720680,NA,"","1808",26,NA,NA,NA,"Fabaceae","Amphimas pterocarpoides",NA,NA,"Fabaceae","Amphimas pterocarpoides",NA,NA,"",0.617428571,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720681,NA,"","1809",26,NA,NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720682,NA,"","1810",26,NA,NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720683,NA,"","1810",26,NA,NA,NA,"Indet","Indet indet",NA,NA,"Indet","Indet indet",NA,NA,"",0.560204727,"WDPlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720684,NA,"","1811",26,NA,NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720686,NA,"","1812",26,NA,NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720685,NA,"","1812",26,NA,NA,NA,"Simaroubaceae","Hannoa klaineana",NA,NA,"Simaroubaceae","Hannoa klaineana",NA,NA,"",0.310041667,"WDFamily",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720687,NA,"","1813",26,NA,NA,NA,"Fabaceae","Albizia ferruginea",NA,NA,"Fabaceae","Albizia ferruginea",NA,NA,"",0.494333333,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720688,NA,"","1815",26,NA,NA,NA,"Fabaceae","Bussea occidentalis",NA,NA,"Fabaceae","Bussea occidentalis",NA,NA,"",0.791666667,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720689,NA,"","1816",26,NA,NA,NA,"Malvaceae","Triplochiton scleroxylon",NA,NA,"Malvaceae","Triplochiton scleroxylon",NA,NA,"",0.3345,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720690,NA,"","1817",26,NA,NA,NA,"Sapindaceae","Blighia sapida",NA,NA,"Sapindaceae","Blighia sapida",NA,NA,"",0.762,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720691,NA,"","Close to 1805",26,NA,NA,NA,"Indet","Indet indet",NA,NA,"Indet","Indet indet",NA,NA,"",0.560204727,"WDPlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162001,NA,"","60",3,NA,41,1,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340405,206,206,NA,206,206,206,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162002,NA,"","61",3,NA,41,1.5,"Fabaceae","Albizia zygia",NA,NA,"Fabaceae","Albizia zygia",NA,NA,"",0.493666667,"WDSpecies",4340406,514,514,NA,514,514,514,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162003,NA,"","62",3,NA,44,1,"Fabaceae","Baphia pubescens",NA,NA,"Fabaceae","Baphia pubescens",NA,NA,"",0.772,"WDGenus",4340407,122,122,NA,122,122,122,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162004,NA,"","63",3,NA,43,4,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340408,472,472,NA,472,410,441,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162005,NA,"","64",3,NA,44,6.5,"Rubiaceae","Aidia genipiflora",NA,NA,"Rubiaceae","Aidia genipiflora",NA,NA,"",0.824,"WDGenus",4340409,302,302,NA,302,302,302,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"Has a strangler","7446","2015.441","BOB_01","20150610","2015","06","10"
1162006,NA,"","65",3,NA,45,6.5,"Fabaceae","Daniellia ogea",NA,NA,"Fabaceae","Daniellia ogea",NA,NA,"",0.430571429,"WDSpecies",4340410,137,137,NA,137,137,137,NA,1300,"s","1",0,"0",NA,NA,NA,NA,NA,NA,"Has a strangler","7446","2015.441","BOB_01","20150610","2015","06","10"
1162007,NA,"","66",3,NA,50,2,"Malvaceae","Sterculia oblonga",NA,NA,"Malvaceae","Sterculia oblonga",NA,NA,"",0.51425,"WDGenus",4340411,508,508,NA,508,465,486,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162008,NA,"","67",3,NA,51,3,"Apocynaceae","Rauvolfia vomitoria",NA,NA,"Apocynaceae","Rauvolfia vomitoria",NA,NA,"",0.465333333,"WDGenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162009,NA,"","68",3,NA,47,9,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340412,588,588,NA,588,588,588,NA,3100,"a","1",4,"0",NA,NA,NA,NA,NA,NA,"ladder","7446","2015.441","BOB_01","20150610","2015","06","10"
1162010,NA,"","69",3,NA,44,11,"Lecythidaceae","Petersianthus macrocarpus",NA,NA,"Lecythidaceae","Petersianthus macrocarpus",NA,NA,"",0.6765,"WDSpecies",4340413,226,226,NA,226,226,226,NA,1300,"s","1",0,"0",NA,NA,NA,NA,NA,NA,"Has a strangler","7446","2015.441","BOB_01","20150610","2015","06","10"
1707718,NA,"495","69.1",3,NA,54,0.5,"Malvaceae","Pterygota macrocarpa",NA,NA,"Malvaceae","Pterygota macrocarpa",NA,NA,"",0.49325,"WDSpecies",4340822,172,172,NA,172,172,172,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"Close to 66","7446","2015.441","BOB_01","20150610","2015","06","10"
1162011,NA,"","70",3,NA,44,16.5,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340414,171,171,NA,171,171,171,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162012,NA,"","71",3,NA,43,19.5,"Malvaceae","Cola millenii",NA,NA,"Malvaceae","Cola millenii",NA,NA,"",0.601095238,"WDGenus",4340415,210,210,NA,210,210,210,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162013,NA,"","72",3,NA,49,19,"Rubiaceae","Craterispermum caudatum",NA,NA,"Rubiaceae","Craterispermum caudatum",NA,NA,"",0.69565607,"WDFamily",4340416,139,139,NA,139,139,139,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162014,NA,"","73",3,NA,55,16,"Rutaceae","Zanthoxylum gilletii",NA,NA,"Rutaceae","Zanthoxylum gilletii",NA,NA,"",0.686090909,"WDSpecies",4340417,133,133,NA,133,133,133,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720701,NA,"close to 75","73.1",3,NA,58,19,"Apocynaceae","Funtumia indet",NA,NA,"Apocynaceae","Funtumia indet",NA,NA,"",0.424,"WDGenus",5023669,NA,105,NA,105,105,105,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB17: suspect missed as recruit in earlier censuses, mean growth rate backwards","7446","2015.441","BOB_01","20150610","2015","06","10"
1162015,NA,"","74",3,NA,57,18,"Fabaceae","Albizia adianthifolia",NA,NA,"Fabaceae","Albizia adianthifolia",NA,NA,"",0.5075,"WDSpecies",4340418,233,233,NA,233,233,233,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162016,NA,"","75",3,NA,57,16,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340419,630,630,NA,630,630,630,NA,2800,"a","1",4,"0",NA,NA,NA,NA,NA,NA,"ladder","7446","2015.441","BOB_01","20150610","2015","06","10"
1761294,NA,"","75.1",3,NA,60,17,"Malvaceae","Nesogordonia papaverifera",NA,NA,"Malvaceae","Nesogordonia papaverifera",NA,NA,"",0.645,"WDSpecies",5023513,NA,106,NA,106,106,106,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB: only measured in 2017, extrapolated backwards by mean growth rates of size class","7446","2015.441","BOB_01","20150610","2015","06","10"
1162017,NA,"","76",3,NA,59.5,15,"Simaroubaceae","Hannoa klaineana",NA,NA,"Simaroubaceae","Hannoa klaineana",NA,NA,"",0.310041667,"WDFamily",4340420,118,102,NA,102,102,102,NA,1300,"a","1",0,"7",NA,NA,NA,NA,NA,NA,"tag missing","7446","2015.441","BOB_01","20150610","2015","06","10"
1162018,NA,"","77",3,NA,55,3,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340421,266,266,NA,266,266,266,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162019,NA,"","78",3,NA,55.5,1,"Cannabaceae","Celtis zenkeri",NA,NA,"Cannabaceae","Celtis zenkeri",NA,NA,"",0.6085,"WDSpecies",4340422,189,164,NA,164,164,164,NA,1300,"a","1",0,"3",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162020,NA,"","79",3,NA,55.5,1,"Euphorbiaceae","Mareya micrantha",NA,NA,"Euphorbiaceae","Mareya micrantha",NA,NA,"",0.434883333,"WDFamily",4340423,145,145,NA,145,145,145,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162021,NA,"","80",4,NA,69,5,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340424,116,116,NA,116,116,116,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162022,NA,"","81",4,NA,70,5.5,"Cannabaceae","Celtis zenkeri",NA,NA,"Cannabaceae","Celtis zenkeri",NA,NA,"",0.6085,"WDSpecies",4340425,111,111,NA,111,111,111,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1761298,NA,"","81.1",4,NA,74,0.5,"Euphorbiaceae","Mareya micrantha",NA,NA,"Euphorbiaceae","Mareya micrantha",NA,NA,"",0.434883333,"WDFamily",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162023,NA,"","82",4,NA,65,7,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340426,364,364,NA,364,364,364,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1761297,NA,"","82.1",4,NA,68,9,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",5023529,NA,101,NA,101,101,101,NA,1300,"an","1",0,"4",NA,NA,NA,NA,NA,NA,"AB: only measured in 2017, extrapolated backwards by mean growth rates of size class","7446","2015.441","BOB_01","20150610","2015","06","10"
1162024,NA,"","83",4,NA,64,14,"Fabaceae","Amphimas pterocarpoides",NA,NA,"Fabaceae","Amphimas pterocarpoides",NA,NA,"",0.617428571,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162025,NA,"","84",4,NA,69,13.5,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",4340427,135,135,NA,135,135,135,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1720703,NA,"close to 84","84.1",4,NA,68,16,"Fabaceae","Bussea occidentalis",NA,NA,"Fabaceae","Bussea occidentalis",NA,NA,"",0.791666667,"WDSpecies",5023672,NA,103,NA,103,103,103,NA,1300,"an","1",0,"4",NA,NA,NA,NA,NA,NA,"AB17: suspect missed as recruit in early census, mean growth rate backwards","7446","2015.441","BOB_01","20150610","2015","06","10"
1761295,NA,"","84.2",4,NA,66,15,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",5023471,NA,116,NA,116,116,116,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB: only measured in 2017, extrapolated backwards by mean growth rates of size class  ","7446","2015.441","BOB_01","20150610","2015","06","10"
1761296,NA,"","84.3",4,NA,70,12,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162026,NA,"","85",4,NA,66,17.5,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",4340428,349,349,NA,349,349,349,NA,2900,"a","1",4,"0",NA,NA,NA,NA,NA,NA,"ladder/uprooted","7446","2015.441","BOB_01","20150610","2015","06","10"
1720702,NA,"cloe 82","85.1",4,NA,63,19.5,"Apocynaceae","Funtumia indet",NA,NA,"Apocynaceae","Funtumia indet",NA,NA,"",0.424,"WDGenus",5023688,NA,108,NA,108,108,108,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB17: suspect missed in early censuses, mean growth rate backwards","7446","2015.441","BOB_01","20150610","2015","06","10"
1162418,NA,"483","85.2",4,NA,62,18,"Malvaceae","Sterculia rhinopetala",NA,NA,"Malvaceae","Sterculia rhinopetala",NA,NA,"",0.673,"WDSpecies",4340810,118,118,NA,118,118,118,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162027,NA,"","86",4,NA,75,19.5,"Lecythidaceae","Petersianthus macrocarpus",NA,NA,"Lecythidaceae","Petersianthus macrocarpus",NA,NA,"",0.6765,"WDSpecies",4340429,217,217,NA,217,217,217,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162028,NA,"","87",4,NA,78.5,19,"Meliaceae","Trichilia prieuriana",NA,NA,"Meliaceae","Trichilia prieuriana",NA,NA,"",0.4825,"WDGenus",4340430,164,164,NA,164,164,164,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162029,NA,"","88",4,NA,79,13,"Rubiaceae","Craterispermum caudatum",NA,NA,"Rubiaceae","Craterispermum caudatum",NA,NA,"",0.69565607,"WDFamily",4340431,0,0,NA,0,0,0,NA,0,"0","m",0,"0",NA,NA,NA,NA,NA,NA,"dead","7446","2015.441","BOB_01","20150610","2015","06","10"
1162030,NA,"","90",4,NA,73,10,"Rutaceae","Zanthoxylum gilletii",NA,NA,"Rutaceae","Zanthoxylum gilletii",NA,NA,"",0.686090909,"WDSpecies",4340432,148,148,NA,148,148,148,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162031,NA,"","91",4,NA,74,8,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",4340433,138,138,NA,138,138,138,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162419,NA,"484","91.1",4,NA,NA,NA,"Fabaceae","Bussea occidentalis",NA,NA,"Fabaceae","Bussea occidentalis",NA,NA,"",0.791666667,"WDSpecies",4340811,122,122,NA,122,122,122,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162032,NA,"","92",4,NA,79,4,"Lecythidaceae","Petersianthus macrocarpus",NA,NA,"Lecythidaceae","Petersianthus macrocarpus",NA,NA,"",0.6765,"WDSpecies",4340434,232,232,NA,232,232,232,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162040,NA,"","100",5,NA,95,14.5,"Sapindaceae","Blighia sapida",NA,NA,"Sapindaceae","Blighia sapida",NA,NA,"",0.762,"WDSpecies",4340442,121,121,NA,121,121,121,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162041,NA,"","101",5,NA,93.5,9.5,"Cannabaceae","Celtis zenkeri",NA,NA,"Cannabaceae","Celtis zenkeri",NA,NA,"",0.6085,"WDSpecies",4340443,262,262,NA,262,262,262,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162042,NA,"","102",5,NA,93.5,8,"Fabaceae","Bussea occidentalis",NA,NA,"Fabaceae","Bussea occidentalis",NA,NA,"",0.791666667,"WDSpecies",4340444,268,268,NA,268,268,268,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
1162043,NA,"","103",5,NA,100,6,"Malvaceae","Ceiba pentandra",NA,NA,"Malvaceae","Ceiba pentandra",NA,NA,"",0.280642857,"WDSpecies",4340445,270,270,NA,270,270,270,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","7446","2015.441","BOB_01","20150610","2015","06","10"
